Date,Open,High,Low,Close,Volume,Adj Close
2013-08-01,169.99,170.81,169.9,170.66,110438400,168.17
2013-08-02,170.28,170.97,170.05,170.95,91116700,168.46
2013-08-05,170.57,170.96,170.35,170.7,54072700,168.21
2013-08-06,170.37,170.74,169.35,169.73,87495000,167.26
2013-08-07,169.19,169.43,168.55,169.18,84854700,166.71
2013-08-08,169.98,170.18,168.93,169.8,102181300,167.33
2013-08-09,169.58,170.1,168.72,169.31,91757700,166.84
2013-08-12,168.46,169.31,168.38,169.11,68593300,166.65
2013-08-13,169.41,169.9,168.41,169.61,80806000,167.14
2013-08-14,169.53,169.8,168.7,168.74,79829200,166.28
2013-08-15,167.41,167.43,166.09,166.38,152931800,163.96
2013-08-16,166.06,166.63,165.5,165.83,130868200,163.41
2013-08-19,165.64,166.21,164.76,164.77,96437600,162.37
2013-08-20,165.04,166.2,164.86,165.58,89294400,163.17
2013-08-21,165.12,166.03,164.19,164.56,159530500,162.16
2013-08-22,164.9,166.3,164.89,166.06,101471400,163.64
2013-08-23,166.55,166.83,165.77,166.62,90888900,164.19
2013-08-26,166.79,167.3,165.89,166.0,89702100,163.58
2013-08-27,164.36,166.0,163.21,163.33,158619400,160.95
2013-08-28,163.26,164.49,163.05,163.91,108113000,161.52
2013-08-29,163.55,165.04,163.4,164.17,119200500,161.78
2013-08-30,164.51,164.53,163.17,163.65,134928900,161.27
2013-09-03,165.23,165.58,163.7,164.39,142375100,161.99
2013-09-04,164.43,166.03,164.13,165.75,97389400,163.33
2013-09-05,165.85,166.4,165.73,165.96,63090500,163.54
2013-09-06,166.51,166.98,164.48,166.04,159756500,163.62
2013-09-09,166.45,167.73,166.45,167.63,87559300,165.19
2013-09-10,168.64,168.9,168.26,168.87,105847200,166.41
2013-09-11,168.64,169.4,168.35,169.4,94545900,166.93
2013-09-12,169.34,169.56,168.72,168.95,83209000,166.49
2013-09-13,169.13,169.46,168.74,169.33,72727800,166.86
2013-09-16,171.16,171.24,170.04,170.31,106299200,167.83
2013-09-17,170.46,171.11,170.46,171.07,82523300,168.58
2013-09-18,171.01,173.52,170.58,173.05,203460600,170.53
2013-09-19,173.52,173.6,172.59,172.76,146616900,170.24
2013-09-20,172.33,172.33,170.58,170.72,132867100,169.05
2013-09-23,170.49,170.65,169.39,169.93,104616500,168.27
2013-09-24,169.9,170.53,169.21,169.53,106333100,167.87
2013-09-25,169.64,169.98,168.89,169.04,117306500,167.39
2013-09-26,169.32,170.17,169.05,169.69,77146900,168.03
2013-09-27,168.84,169.14,168.47,168.91,99141800,167.26
2013-09-30,167.48,168.54,167.15,168.01,143937000,166.37
2013-10-01,168.14,169.5,167.97,169.34,127160000,167.69
2013-10-02,168.35,169.34,167.83,169.18,113350000,167.53
2013-10-03,168.79,168.94,166.84,167.62,176698000,165.98
2013-10-04,167.75,169.06,167.53,168.89,96878000,167.24
2013-10-07,167.42,168.45,167.25,167.43,96295000,165.79
2013-10-08,167.4,167.62,165.36,165.48,178015000,163.86
2013-10-09,165.8,166.2,164.53,165.6,168973000,163.98
2013-10-10,167.29,169.26,167.23,169.17,195955000,167.52
2013-10-11,168.91,170.32,168.77,170.26,105040000,168.6
2013-10-14,169.21,171.08,169.08,170.94,112106000,169.27
2013-10-15,170.51,171.15,169.47,169.7,155485000,168.04
2013-10-16,170.72,172.16,170.64,172.07,161676000,170.39
2013-10-17,171.37,173.32,171.34,173.22,129389000,171.53
2013-10-18,173.86,174.51,173.51,174.39,138316000,172.69
2013-10-21,174.45,174.75,174.01,174.4,104104000,172.7
2013-10-22,174.91,175.93,174.43,175.41,126663000,173.7
2013-10-23,174.81,174.89,173.96,174.57,105484000,172.86
2013-10-24,174.92,175.37,174.51,175.15,70350000,173.44
2013-10-25,175.51,176.0,175.17,175.95,93625000,174.23
2013-10-28,175.89,176.47,175.7,176.23,84979000,174.51
2013-10-29,176.63,177.24,176.38,177.17,87401000,175.44
2013-10-30,177.38,177.51,175.66,176.29,140002000,174.57
2013-10-31,176.15,176.89,175.53,175.79,133795000,174.07
2013-11-01,176.02,176.61,175.22,176.21,142805000,174.49
2013-11-04,176.69,176.9,175.98,176.83,85677000,175.1
2013-11-05,176.14,176.75,175.57,176.27,85825000,174.55
2013-11-06,177.03,177.5,176.54,177.17,87348000,175.44
2013-11-07,177.5,177.64,174.76,174.93,157000000,173.22
2013-11-08,174.87,177.31,174.85,177.29,136713000,175.56
2013-11-11,177.12,177.53,176.91,177.32,62614000,175.59
2013-11-12,176.94,177.36,176.37,176.96,83990000,175.23
2013-11-13,176.09,178.43,176.09,178.38,103844000,176.64
2013-11-14,178.54,179.42,178.25,179.27,103435000,177.52
2013-11-15,179.56,180.12,179.33,180.05,102818000,178.29
2013-11-18,180.35,180.5,179.02,179.42,104796000,177.67
2013-11-19,179.33,179.87,178.72,179.03,93891000,177.28
2013-11-20,179.39,179.93,177.98,178.47,124909000,176.73
2013-11-21,178.97,180.05,178.86,179.91,92841000,178.15
2013-11-22,179.98,180.83,179.77,180.81,81296000,179.04
2013-11-25,181.13,181.17,180.37,180.63,79486000,178.87
2013-11-26,180.72,181.22,180.41,180.68,86994000,178.91
2013-11-27,180.87,181.24,180.65,181.12,58800000,179.35
2013-11-29,181.32,181.75,180.8,181.0,55870900,179.23
2013-12-02,181.09,181.43,180.25,180.53,99726000,178.77
2013-12-03,179.94,180.39,179.17,179.75,116563000,177.99
2013-12-04,179.1,180.48,178.35,179.73,123033000,177.97
2013-12-05,179.41,179.74,178.77,178.94,106934000,177.19
2013-12-06,180.67,181.11,180.15,180.94,127728000,179.17
2013-12-09,181.47,181.67,181.16,181.4,70124000,179.63
2013-12-10,180.98,181.36,180.64,180.75,80976000,178.98
2013-12-11,180.82,180.85,178.5,178.72,130591000,176.97
2013-12-12,178.64,178.86,177.76,178.13,115565000,176.39
2013-12-13,178.5,178.66,177.77,178.11,107808000,176.37
2013-12-16,178.95,179.81,178.9,179.22,96195000,177.47
2013-12-17,179.38,179.41,178.25,178.65,89886000,176.9
2013-12-18,178.92,181.73,177.32,181.7,234906000,179.92
2013-12-19,181.18,181.7,180.71,181.49,136531200,179.72
2013-12-20,180.69,181.99,180.57,181.56,197087000,180.76
2013-12-23,182.45,182.64,182.07,182.53,85598000,181.73
2013-12-24,182.54,183.01,182.53,182.93,45368800,182.13
2013-12-26,183.34,183.96,183.32,183.86,63365000,183.05
2013-12-27,184.1,184.18,183.66,183.85,61814000,183.04
2013-12-30,183.87,184.02,183.58,183.82,56857000,183.01
2013-12-31,184.07,184.69,183.93,184.69,86119900,183.88
2014-01-02,183.98,184.07,182.48,182.92,119636900,182.12
2014-01-03,183.23,183.6,182.63,182.89,81390600,182.09
2014-01-06,183.49,183.56,182.08,182.36,108028200,181.56
2014-01-07,183.09,183.79,182.95,183.48,86144200,182.67
2014-01-08,183.45,183.83,182.89,183.52,96582300,182.71
2014-01-09,184.11,184.13,182.8,183.64,90683400,182.83
2014-01-10,183.95,184.22,183.01,184.14,102026400,183.33
2014-01-13,183.67,184.18,181.34,181.69,149892000,180.89
2014-01-14,182.29,183.77,181.95,183.67,105016100,182.86
2014-01-15,184.1,184.94,183.71,184.66,98525800,183.85
2014-01-16,184.28,184.66,183.83,184.42,72290600,183.61
2014-01-17,184.1,184.45,183.32,183.64,107848700,182.83
2014-01-21,184.7,184.77,183.05,184.18,88621200,183.37
2014-01-22,184.49,184.57,183.91,184.3,61270900,183.49
2014-01-23,183.37,183.4,181.82,182.79,132496900,181.99
2014-01-24,181.6,181.66,178.83,178.89,208677100,178.1
2014-01-27,179.06,179.52,177.12,178.01,180843100,177.23
2014-01-28,178.14,179.3,178.12,179.07,110463200,178.28
2014-01-29,177.58,178.55,176.88,177.35,216597300,176.57
2014-01-30,178.83,179.81,178.26,179.23,118938100,178.44
2014-01-31,177.01,179.29,176.92,178.18,194677900,177.4
2014-02-03,177.97,178.37,173.83,174.17,254837100,173.4
2014-02-04,174.95,175.84,174.11,175.39,165012400,174.62
2014-02-05,174.78,175.56,173.71,175.17,164230500,174.4
2014-02-06,175.58,177.48,175.22,177.48,132877600,176.7
2014-02-07,178.31,179.87,177.73,179.68,170787200,178.89
2014-02-10,179.7,180.07,179.21,180.01,92218800,179.22
2014-02-11,180.16,182.44,180.04,181.98,117814100,181.18
2014-02-12,182.25,182.83,181.71,182.07,94717700,181.27
2014-02-13,180.84,183.2,180.83,183.01,100542200,182.21
2014-02-14,182.84,184.36,182.67,184.02,96498400,183.21
2014-02-18,184.18,184.49,183.65,184.24,80460900,183.43
2014-02-19,183.76,184.95,182.87,183.02,126524300,182.22
2014-02-20,183.27,184.52,182.6,184.1,104998100,183.29
2014-02-21,184.45,184.89,183.8,183.89,118116400,183.08
2014-02-24,184.28,186.15,184.2,184.91,114063900,184.1
2014-02-25,185.06,185.59,184.23,184.84,117085000,184.03
2014-02-26,185.11,185.6,184.33,184.85,98677200,184.04
2014-02-27,184.58,185.87,184.37,185.82,93880800,185.0
2014-02-28,185.79,187.15,185.05,186.29,150842000,185.47
2014-03-03,184.65,185.45,183.75,184.98,167748500,184.17
2014-03-04,186.79,187.98,186.75,187.58,167545900,186.76
2014-03-05,187.74,188.07,187.45,187.75,88376900,186.93
2014-03-06,188.21,188.61,187.78,188.18,82516500,187.35
2014-03-07,188.96,188.96,187.43,188.26,114513500,187.43
2014-03-10,187.97,188.23,187.08,188.16,74939200,187.33
2014-03-11,188.44,188.71,186.8,187.23,99009100,186.41
2014-03-12,186.32,187.35,185.9,187.28,104824400,186.46
2014-03-13,187.84,187.99,184.66,185.18,155014300,184.37
2014-03-14,184.85,185.8,184.44,184.66,153919600,183.85
2014-03-17,185.59,186.77,185.51,186.33,98359500,185.51
2014-03-18,186.71,187.91,186.51,187.66,101804600,186.84
2014-03-19,187.68,187.94,185.47,186.66,176267300,185.84
2014-03-20,186.25,187.89,185.92,187.75,117241000,186.93
2014-03-21,187.71,189.02,186.03,186.2,163128000,186.2
2014-03-24,186.84,187.07,184.62,185.43,121411000,185.43
2014-03-25,186.37,186.94,185.27,186.31,103852000,186.31
2014-03-26,187.04,187.34,184.92,184.97,119843000,184.97
2014-03-27,184.75,185.34,183.9,184.58,142383000,184.58
2014-03-28,185.11,186.42,185.0,185.49,101642000,185.49
2014-03-31,186.67,187.3,185.52,187.01,99569700,187.01
2014-04-01,187.62,188.36,187.0,188.25,88937700,188.25
2014-04-02,188.49,189.13,188.14,188.88,78644700,188.88
2014-04-03,189.17,189.22,188.05,188.63,77206000,188.63
2014-04-04,189.66,189.7,186.1,186.4,168976300,186.4
