Date,Open,High,Low,Close,Volume,Adj Close
2010-11-12,120.82,121.35,119.65,120.2,239068800,111.81
2010-11-15,120.58,121.05,119.98,120.03,163940800,111.65
2010-11-16,119.29,119.49,117.59,118.16,299566200,109.91
2010-11-17,118.21,118.71,117.86,118.22,172308900,109.97
2010-11-18,119.36,120.39,119.35,119.96,197723700,111.59
2010-11-19,119.9,120.34,119.25,120.29,156852900,111.9
2010-11-22,119.69,120.24,118.77,120.19,181361000,111.8
2010-11-23,118.77,119.02,117.99,118.45,222309000,110.18
2010-11-24,119.2,120.23,119.18,120.2,140046100,111.81
2010-11-26,119.16,119.81,118.8,118.8,76007800,110.51
2010-11-29,118.5,119.48,117.74,119.16,223642300,110.84
2010-11-30,117.98,119.17,117.81,118.49,233930700,110.22
2010-12-01,120.2,121.24,120.19,121.01,221037200,112.57
2010-12-02,121.2,122.65,121.13,122.56,191213600,114.01
2010-12-03,122.14,123.03,122.11,122.89,151288900,114.31
2010-12-06,122.63,123.04,122.5,122.76,103050500,114.19
2010-12-07,123.94,124.01,122.76,122.83,206581000,114.26
2010-12-08,122.98,123.38,122.41,123.28,138019200,114.68
2010-12-09,123.97,124.02,123.15,123.76,123705100,115.12
2010-12-10,124.14,124.6,123.73,124.48,117571700,115.79
2010-12-13,125.05,125.2,124.52,124.56,133812700,115.87
2010-12-14,124.75,125.23,124.29,124.67,147249600,115.97
2010-12-15,124.44,124.93,123.89,124.1,160823100,115.44
2010-12-16,124.18,124.91,123.75,124.82,185035200,116.11
2010-12-17,124.08,124.46,123.82,124.3,141075300,116.23
2010-12-20,124.64,124.9,123.98,124.6,119085500,116.51
2010-12-21,124.99,125.47,124.87,125.39,94965500,117.25
2010-12-22,125.48,125.82,125.41,125.78,78878100,117.62
2010-12-23,125.64,125.78,125.29,125.6,70053700,117.45
2010-12-27,125.13,125.77,125.04,125.65,58126000,117.5
2010-12-28,125.9,125.95,125.5,125.83,55309100,117.66
2010-12-29,125.98,126.2,125.9,125.92,58033100,117.75
2010-12-30,125.8,126.13,125.53,125.72,76616900,117.56
2010-12-31,125.53,125.87,125.33,125.75,91218900,117.59
2011-01-03,126.71,127.6,125.7,127.05,138725200,118.81
2011-01-04,127.33,127.37,126.19,126.98,137409700,118.74
2011-01-05,126.58,127.72,126.46,127.64,133975300,119.36
2011-01-06,127.69,127.83,127.01,127.39,122519000,119.12
2011-01-07,127.56,127.77,126.15,127.14,156034600,118.89
2011-01-10,126.58,127.16,126.2,126.98,122401700,118.74
2011-01-11,127.44,127.74,126.95,127.43,110287000,119.16
2011-01-12,128.21,128.72,127.46,128.58,107929200,120.24
2011-01-13,128.63,128.69,128.05,128.37,129048400,120.04
2011-01-14,128.19,129.33,128.1,129.3,117677900,120.91
2011-01-18,129.18,129.64,129.03,129.52,114401300,121.12
2011-01-19,129.41,129.54,127.91,128.25,151958400,119.93
2011-01-20,127.96,128.4,127.13,128.08,175745700,119.77
2011-01-21,128.88,129.17,128.23,128.37,151462900,120.04
2011-01-24,128.29,129.25,128.26,129.1,113715500,120.72
2011-01-25,128.76,129.28,128.11,129.17,167552200,120.79
2011-01-26,129.49,130.05,129.23,129.67,141281500,121.26
2011-01-27,129.7,130.21,129.47,129.99,123302700,121.56
2011-01-28,130.14,130.35,127.51,127.72,295637300,119.43
2011-01-31,128.07,128.78,127.75,128.68,149249200,120.33
2011-02-01,129.46,130.97,129.38,130.74,167194300,122.26
2011-02-02,130.4,130.84,130.33,130.49,118323600,122.02
2011-02-03,130.26,130.98,129.57,130.78,145886700,122.29
2011-02-04,130.83,131.2,130.23,131.15,134634800,122.64
2011-02-07,131.44,132.4,131.43,131.97,112439100,123.41
2011-02-08,132.09,132.64,131.73,132.57,99072800,123.97
2011-02-09,132.21,132.63,131.61,132.27,146436700,123.69
2011-02-10,131.6,132.47,131.3,132.32,162708500,123.73
2011-02-11,131.8,133.28,131.77,133.11,137710300,124.47
2011-02-14,133.03,133.54,132.88,133.43,101690700,124.77
2011-02-15,133.02,133.22,132.32,133.01,119575400,124.38
2011-02-16,133.46,134.01,133.19,133.85,130183500,125.16
2011-02-17,133.46,134.43,133.34,134.25,109810500,125.54
2011-02-18,134.37,134.69,134.06,134.53,130002400,125.8
2011-02-22,133.12,134.56,131.47,131.83,233116400,123.28
2011-02-23,131.75,132.07,130.21,131.02,227584000,122.52
2011-02-24,130.88,131.44,129.7,130.93,260431400,122.43
2011-02-25,131.48,132.41,131.4,132.33,141686900,123.74
2011-02-28,132.82,133.32,132.38,133.15,141585500,124.51
2011-03-01,133.57,133.69,130.89,130.93,258565500,122.43
2011-03-02,130.75,131.82,130.35,131.21,200277400,122.7
2011-03-03,132.4,133.62,132.39,133.47,176480100,124.81
2011-03-04,133.37,133.63,131.6,132.47,277202300,123.87
2011-03-07,132.86,133.16,130.74,131.43,216790400,122.9
2011-03-08,131.64,133.0,131.07,132.58,174615000,123.98
2011-03-09,132.32,132.8,131.6,132.39,153806000,123.8
2011-03-10,131.0,131.18,129.81,129.94,301291800,121.51
2011-03-11,129.52,131.31,129.49,130.84,225621800,122.35
2011-03-14,129.99,130.48,129.06,130.05,234974100,121.61
2011-03-15,126.59,129.33,126.5,128.56,359585400,120.22
2011-03-16,128.15,128.57,125.28,126.18,468670300,117.99
2011-03-17,128.0,128.39,127.1,127.85,254303700,119.55
2011-03-18,128.84,128.88,127.51,127.76,230435400,119.99
2011-03-21,129.35,130.01,129.2,129.74,153992600,121.85
2011-03-22,129.72,129.89,129.17,129.29,129538600,121.43
2011-03-23,128.93,130.0,128.32,129.66,148603100,121.77
2011-03-24,130.4,131.09,129.67,130.9,159129800,122.94
2011-03-25,131.24,131.87,130.89,131.3,155642800,123.31
2011-03-28,131.58,131.92,130.94,130.98,109762400,123.01
2011-03-29,130.87,131.9,130.44,131.86,129798800,123.84
2011-03-30,132.55,133.16,132.36,132.77,135835000,124.69
2011-03-31,132.6,132.96,132.45,132.59,132537100,124.52
2011-04-01,133.41,133.77,132.83,133.15,153850100,125.05
2011-04-04,133.43,133.67,132.88,133.26,100768900,125.15
2011-04-05,133.0,133.83,132.94,133.24,120791500,125.14
2011-04-06,133.88,134.0,133.12,133.66,120411600,125.53
2011-04-07,133.42,133.98,132.66,133.32,170731500,125.21
2011-04-08,133.91,133.99,132.31,132.86,147945400,124.78
2011-04-11,133.0,133.45,132.14,132.46,121385400,124.4
2011-04-12,131.72,131.98,130.99,131.47,161187400,123.47
2011-04-13,132.08,132.18,130.96,131.46,162059000,123.46
2011-04-14,130.7,131.76,130.27,131.56,161220400,123.56
2011-04-15,131.8,132.37,131.41,132.04,170006700,124.01
2011-04-18,130.59,132.03,129.51,130.56,210759300,122.62
2011-04-19,130.76,131.35,130.44,131.31,124258800,123.32
2011-04-20,132.88,133.39,132.79,133.1,156133800,125.0
2011-04-21,133.79,133.84,133.1,133.78,135935400,125.64
2011-04-25,133.68,133.86,133.2,133.64,65757100,125.51
2011-04-26,134.05,135.06,133.91,134.79,146600000,126.59
2011-04-27,135.05,135.87,134.5,135.67,143031000,127.42
2011-04-28,135.43,136.29,135.41,136.11,124791100,127.83
2011-04-29,136.16,136.57,135.98,136.43,115094100,128.13
2011-05-02,137.07,137.18,135.95,136.22,126278700,127.93
2011-05-03,135.96,136.19,135.04,135.73,138375000,127.47
2011-05-04,135.67,135.73,134.23,134.83,182678500,126.63
2011-05-05,134.08,134.95,133.02,133.61,226900000,125.48
2011-05-06,134.94,135.63,133.68,134.2,222787200,126.04
2011-05-09,134.19,135.11,133.98,134.72,114104500,126.53
2011-05-10,135.17,136.11,135.0,135.87,114806900,127.61
2011-05-11,135.67,135.69,133.82,134.44,193564200,126.26
2011-05-12,134.08,135.36,133.39,135.08,171550700,126.86
2011-05-13,135.15,135.34,133.56,134.04,157444900,125.89
2011-05-16,133.56,134.61,132.97,133.19,141675400,125.09
2011-05-17,132.69,133.35,132.12,133.17,192686200,125.07
2011-05-18,133.24,134.5,132.95,134.36,135217900,126.19
2011-05-19,134.8,135.03,133.94,134.68,119489500,126.49
2011-05-20,134.33,134.68,133.36,133.61,182594900,125.48
2011-05-23,131.98,132.72,131.59,132.06,168700000,124.03
2011-05-24,132.44,132.73,131.7,131.95,147199600,123.92
2011-05-25,131.42,132.94,131.38,132.39,151050100,124.34
2011-05-26,132.03,133.24,131.78,133.0,164850000,124.91
2011-05-27,133.37,133.87,132.96,133.51,120921900,125.39
2011-05-31,134.77,134.92,133.84,134.9,164731200,126.69
2011-06-01,134.51,134.92,131.76,131.87,233094300,123.85
2011-06-02,131.96,132.24,130.96,131.73,200466800,123.72
2011-06-03,130.15,131.42,130.08,130.42,234690200,122.49
2011-06-06,130.09,130.36,128.87,129.04,179951200,121.19
2011-06-07,129.7,130.07,128.85,128.96,161660500,121.12
2011-06-08,128.76,129.19,128.18,128.42,198696400,120.61
2011-06-09,128.77,129.93,128.46,129.4,160964400,121.53
2011-06-10,128.85,128.93,127.26,127.6,238629400,119.84
2011-06-13,127.89,128.24,127.05,127.7,207599800,119.93
2011-06-14,128.87,129.77,128.82,129.32,160570400,121.45
2011-06-15,128.24,129.3,126.68,127.02,300958000,119.29
2011-06-16,127.06,127.97,126.32,127.3,308032800,119.56
2011-06-17,127.93,127.94,126.62,127.05,233284900,119.91
2011-06-20,126.62,127.97,126.58,127.7,159479000,120.53
2011-06-21,128.36,129.7,127.75,129.45,193157300,122.18
2011-06-22,129.05,129.81,128.59,128.67,176703000,121.44
2011-06-23,127.16,128.64,126.19,128.3,334286500,121.09
2011-06-24,128.27,128.37,126.62,126.81,226129300,119.69
2011-06-27,126.89,128.43,126.64,127.94,168904700,120.75
2011-06-28,128.45,129.63,128.27,129.61,165556300,122.33
2011-06-29,130.2,130.93,129.63,130.72,244295500,123.38
2011-06-30,131.14,132.18,130.71,131.97,223322700,124.56
2011-07-01,132.09,134.1,131.78,133.92,202385700,126.4
2011-07-05,133.78,134.08,133.39,133.81,165936000,126.29
2011-07-06,133.49,134.14,133.11,133.97,143331600,126.44
2011-07-07,135.16,135.7,134.88,135.36,170464200,127.76
2011-07-08,133.83,135.36,133.39,134.4,194100500,126.85
2011-07-11,132.75,133.18,131.66,131.97,195918600,124.56
2011-07-12,131.69,132.78,131.36,131.4,214675700,124.02
2011-07-13,132.09,133.22,131.52,131.84,204062600,124.43
2011-07-14,132.17,132.78,130.68,130.93,226111800,123.58
2011-07-15,131.66,131.87,130.77,131.69,220012800,124.29
2011-07-18,131.08,131.28,129.63,130.61,196872100,123.27
2011-07-19,131.34,132.89,131.31,132.73,166554900,125.27
2011-07-20,133.07,133.15,132.42,132.65,137145400,125.2
2011-07-21,133.4,134.82,132.67,134.49,245246300,126.94
2011-07-22,134.52,134.72,133.76,134.58,126019400,127.02
2011-07-25,133.3,134.49,133.16,133.83,136653800,126.31
2011-07-26,133.74,133.96,133.03,133.33,131278200,125.84
2011-07-27,132.59,132.63,130.43,130.6,249020100,123.26
2011-07-28,130.6,131.77,130.01,130.22,207939900,122.91
2011-07-29,128.91,130.55,127.97,129.33,307038400,122.07
2011-08-01,130.84,130.96,127.53,128.78,325790900,121.55
2011-08-02,127.81,128.5,125.49,125.49,346653800,118.44
2011-08-03,125.66,126.31,123.53,126.17,370830800,119.08
2011-08-04,124.42,124.62,120.06,120.26,520721800,113.5
2011-08-05,121.76,122.07,116.86,120.08,655619200,113.33
2011-08-08,116.91,120.12,112.02,112.26,702263900,105.95
2011-08-09,114.07,117.64,110.27,117.48,717828700,110.88
2011-08-10,115.26,116.28,111.95,112.29,662607400,105.98
2011-08-11,113.26,118.92,112.32,117.33,487979700,110.74
2011-08-12,118.4,119.21,117.28,118.12,313731600,111.49
2011-08-15,119.19,120.74,119.0,120.62,258810600,113.84
2011-08-16,119.47,120.69,118.31,119.59,294095200,112.87
2011-08-17,120.25,121.2,118.72,119.67,238201100,112.95
2011-08-18,116.5,119.71,113.39,114.51,512956300,108.08
2011-08-19,112.96,115.88,112.5,112.64,428281300,106.31
2011-08-22,115.17,115.23,112.41,112.73,275090600,106.4
2011-08-23,113.15,116.57,112.58,116.44,331136600,109.9
2011-08-24,116.19,118.24,115.92,118.08,246869700,111.45
2011-08-25,118.73,119.4,115.87,116.28,312365400,109.75
2011-08-26,115.69,118.51,113.85,117.97,314495900,111.34
2011-08-29,119.56,121.43,118.06,121.36,190977200,114.54
2011-08-30,120.83,122.43,119.26,121.68,241315700,114.85
2011-08-31,122.46,123.51,121.3,122.22,301828400,115.35
2011-09-01,122.29,123.4,120.78,120.94,254585900,114.15
2011-09-02,118.42,120.87,117.43,117.85,255517200,111.23
2011-09-06,114.39,117.16,114.38,116.99,285130500,110.42
2011-09-07,118.76,120.34,118.36,120.29,209803200,113.53
2011-09-08,119.57,120.94,118.77,119.04,250568200,112.35
2011-09-09,117.68,119.06,115.28,115.92,380195100,109.41
2011-09-12,114.47,116.76,114.05,116.67,305793500,110.12
2011-09-13,117.05,118.18,116.22,117.74,272514700,111.13
2011-09-14,118.34,120.8,116.72,119.37,319389500,112.66
2011-09-15,120.65,121.47,119.4,121.43,326777200,114.61
2011-09-16,121.29,121.97,120.32,121.52,284528300,115.29
2011-09-19,119.53,120.93,118.72,120.31,241517000,114.14
2011-09-20,120.82,121.99,120.01,120.17,218932200,114.01
2011-09-21,120.23,120.6,116.44,116.63,316251300,110.65
2011-09-22,113.25,114.21,111.3,112.86,513911300,107.07
2011-09-23,112.11,114.16,112.02,113.54,307242500,107.72
2011-09-26,114.61,116.4,112.98,116.24,260673700,110.28
2011-09-27,118.53,119.56,116.84,117.54,311753900,111.51
2011-09-28,117.78,118.49,114.97,115.14,286696800,109.23
2011-09-29,117.05,117.63,113.93,116.05,298108900,110.1
2011-09-30,114.45,115.45,113.07,113.15,288392300,107.35
2011-10-03,112.49,113.95,109.81,109.93,365136800,104.29
2011-10-04,108.35,112.58,107.43,112.34,459177500,106.58
2011-10-05,112.62,114.72,111.58,114.42,284108000,108.55
2011-10-06,114.36,116.66,113.51,116.49,257800800,110.52
2011-10-07,117.17,117.25,115.06,115.71,312657900,109.78
2011-10-10,117.68,119.63,117.67,119.58,230666300,113.45
2011-10-11,118.87,120.04,118.75,119.7,209088000,113.56
2011-10-12,120.6,122.14,120.33,120.75,281544900,114.56
2011-10-13,120.04,120.87,119.12,120.51,212538800,114.33
